"","Subject","Age","Gender","Date","TrialNumber","Mesh","Function","Name","Name_learnt","Task","SuccessTask","RTMovement","RTGrasping","RTAction","TrialBlock","RTMovementGrasping","RTGraspingAction","RTMovement.c","RTMovement.z","RTGrasping.c","RTGrasping.z","RTAction.c","RTAction.z","RTMovementGrasping.c","RTMovementGrasping.z","RTGraspingAction.c","RTGraspingAction.z"
"1223",4,19,"Female",25092018,42,"controllerRenderer_A","BLACKHOLE","NoName3","No","USE","True",0.5222223,1.500003,2.322223,1,0.978,0.822,0.003,0.012,-0.178,-0.284,-0.338,-0.154,-0.181,-0.298,-0.16,-0.083
"1224",7,19,"Female",26092018,42,"controllerRenderer_B","SNOWING","NoName3","No","MOVE","True",0.7888896,1.455558,1.511114,1,0.667,0.056,0.269,1.223,-0.223,-0.355,-1.149,-0.525,-0.492,-0.811,-0.926,-0.479
"1225",8,21,"Female",27092018,42,"controllerRenderer_G","GROWING","UNT","Yes","USE","True",0.3444445,1.433336,2.999996,1,1.089,1.567,-0.175,-0.795,-0.245,-0.39,0.34,0.155,-0.07,-0.115,0.585,0.303
"1226",10,19,"Female",2102018,42,"controllerRenderer_A","BLACKHOLE","NoName1","No","USE","True",0.4555556,2.899997,5.088891,1,2.444,2.189,-0.064,-0.291,1.222,1.946,2.429,1.109,1.286,2.119,1.207,0.625
"1227",11,19,"Female",3102018,42,"controllerRenderer_E","CREATING","SNI","Yes","MOVE","True",0.6444448,1.733337,1.855559,1,1.089,0.122,0.125,0.567,0.055,0.087,-0.805,-0.367,-0.07,-0.115,-0.86,-0.445
"1228",12,19,"Female",3102018,42,"controllerRenderer_B","ANTIGRAVITY","LUM","Yes","USE","True",0.3333333,1.388891,1.911115,1,1.056,0.522,-0.186,-0.846,-0.29,-0.461,-0.749,-0.342,-0.104,-0.17,-0.459,-0.238
"1229",13,19,"Female",4102018,42,"controllerRenderer_G","CREATING","SNI","Yes","USE","True",0.5666668,1.688892,3.688879,1,1.122,2,0.047,0.214,0.01,0.017,1.029,0.47,-0.037,-0.061,1.019,0.527
"1230",14,20,"Female",5102018,42,"controllerRenderer_G","SNOWING","NoName3","No","USE","True",0.4888889,1.444447,2.411112,1,0.956,0.967,-0.031,-0.139,-0.234,-0.373,-0.249,-0.114,-0.203,-0.334,-0.015,-0.008
"1231",16,20,"Female",8102018,42,"controllerRenderer_I","BLACKHOLE","UNT","Yes","USE","True",0.577778,1.688892,3.833322,1,1.111,2.144,0.058,0.264,0.01,0.017,1.173,0.535,-0.048,-0.079,1.163,0.601
"1232",17,20,"Female",8102018,42,"controllerRenderer_I","BLACKHOLE","LUM","Yes","MOVE","True",0.3666667,1.111113,1.133335,1,0.744,0.022,-0.153,-0.694,-0.567,-0.903,-1.527,-0.697,-0.414,-0.684,-0.96,-0.497
"1233",18,18,"Male",9102018,42,"controllerRenderer_A","ANTIGRAVITY","LUM","Yes","MOVE","True",0.4777778,1.300002,1.355558,1,0.822,0.056,-0.042,-0.19,-0.378,-0.603,-1.305,-0.596,-0.336,-0.555,-0.927,-0.479
"1234",20,18,"Female",9102018,42,"controllerRenderer_A","VANISHING","LUM","Yes","MOVE","True",0.7222228,1.433336,3.166661,1,0.711,1.733,0.203,0.92,-0.245,-0.39,0.506,0.231,-0.448,-0.738,0.751,0.389
"1235",21,18,"Female",9102018,42,"controllerRenderer_I","GROWING","NoName3","No","USE","True",0.5111111,2.211113,2.711109,1,1.7,0.5,-0.008,-0.038,0.533,0.848,0.051,0.023,0.541,0.892,-0.482,-0.249
"1236",22,18,"Male",11102018,42,"controllerRenderer_E","SNOWING","NoName3","No","MOVE","True",0.3777778,1.555558,1.644447,1,1.178,0.089,-0.142,-0.644,-0.123,-0.196,-1.016,-0.464,0.019,0.032,-0.893,-0.462
"1237",24,19,"Female",21102018,42,"controllerRenderer_I","CREATING","SNI","Yes","USE","True",0.4777778,2.244446,4.011099,1,1.767,1.767,-0.042,-0.19,0.566,0.901,1.351,0.617,0.608,1.003,0.785,0.406
"1238",25,20,"Female",12102018,42,"controllerRenderer_B","VANISHING","NoName2","No","MOVE","True",0.4111111,1.977782,2.022226,1,1.567,0.044,-0.108,-0.493,0.299,0.477,-0.638,-0.291,0.407,0.673,-0.937,-0.485
"1239",27,19,"Female",15102018,42,"controllerRenderer_E","GROWING","SNI","Yes","USE","True",NA,4.266658,5.544453,1,4.256,1.278,-0.508,-2.309,2.588,4.122,2.884,1.317,3.096,5.107,0.296,0.153
"1240",28,31,"Female",17102018,42,"controllerRenderer_A","BLACKHOLE","NoName2","No","USE","True",0.6777782,1.955559,3.15555,1,1.278,1.2,0.158,0.718,0.277,0.441,0.495,0.226,0.119,0.196,0.218,0.113
"1241",29,21,"Female",17102018,42,"controllerRenderer_E","SNOWING","NoName1","No","USE","True",0.5444446,1.644447,2.655554,1,1.1,1.011,0.025,0.113,-0.034,-0.054,-0.005,-0.002,-0.059,-0.097,0.029,0.015
"1242",30,19,"Female",18102018,42,"controllerRenderer_G","ANTIGRAVITY","SNI","Yes","MOVE","True",0.5555557,1.733337,1.788892,1,1.178,0.056,0.036,0.163,0.055,0.087,-0.871,-0.398,0.019,0.032,-0.926,-0.479
"1243",32,20,"Female",19102018,42,"controllerRenderer_I","SNOWING","UNT","Yes","MOVE","True",0.8333342,1.66667,1.955559,1,0.833,0.289,0.314,1.425,-0.012,-0.019,-0.705,-0.322,-0.326,-0.537,-0.693,-0.359
"1244",33,17,"Female",19102018,42,"controllerRenderer_I","CREATING","NoName2","No","MOVE","True",0.3333333,1.66667,1.76667,1,1.333,0.1,-0.186,-0.846,-0.012,-0.019,-0.894,-0.408,0.174,0.287,-0.882,-0.456
"1245",34,53,"Female",6112018,42,"controllerRenderer_I","GROWING","NoName1","No","MOVE","True",0.4888889,1.544447,1.722225,1,1.056,0.178,-0.031,-0.139,-0.134,-0.213,-0.938,-0.428,-0.103,-0.17,-0.804,-0.416
"1246",35,19,"Female",6112018,42,"controllerRenderer_E","CREATING","NoName3","No","USE","True",0.6000003,1.844448,3.533325,1,1.244,1.689,0.08,0.365,0.166,0.264,0.873,0.398,0.086,0.14,0.707,0.366
"1247",36,20,"Female",6112018,42,"controllerRenderer_A","SNOWING","NoName3","No","MOVE","True",0.5666668,1.76667,1.877781,1,1.2,0.111,0.047,0.214,0.088,0.141,-0.783,-0.357,0.041,0.068,-0.871,-0.451
"1248",37,21,"Female",7112018,42,"controllerRenderer_C","CREATING","NoName2","No","MOVE","True",0.3333333,1.355558,1.433336,1,1.022,0.078,-0.186,-0.846,-0.323,-0.514,-1.227,-0.56,-0.137,-0.226,-0.904,-0.468
"1249",38,20,"Male",7112018,42,"controllerRenderer_I","ANTIGRAVITY","NoName2","No","MOVE","True",0.4222222,1.844448,2.044448,1,1.422,0.2,-0.097,-0.442,0.166,0.264,-0.616,-0.281,0.263,0.434,-0.782,-0.405
"1250",39,20,"Female",8112018,42,"controllerRenderer_A","GROWING","UNT","Yes","MOVE","True",0.6111114,1.955559,2.077781,1,1.344,0.122,0.092,0.416,0.277,0.441,-0.583,-0.266,0.185,0.305,-0.86,-0.445
"1251",40,19,"Male",8112018,42,"controllerRenderer_A","CREATING","NoName1","No","MOVE","True",0.4333333,1.511114,1.644447,1,1.078,0.133,-0.086,-0.392,-0.167,-0.266,-1.016,-0.464,-0.081,-0.133,-0.849,-0.439
"1252",1922222,20,"Female",9102018,42,"controllerRenderer_G","CREATING","LUM","Yes","MOVE","True",0.5,1.655559,1.833337,1,1.156,0.178,-0.02,-0.089,-0.023,-0.036,-0.827,-0.378,-0.003,-0.005,-0.804,-0.416
"1253",1,25,"Female",19092018,43,"controllerRenderer_C","CREATING","UNT","Yes","MOVE","True",0.5444446,1.066668,1.166668,1,0.522,0.1,0.025,0.113,-0.612,-0.974,-1.494,-0.682,-0.637,-1.05,-0.882,-0.456
"1254",2,19,"Female",24092018,43,"controllerRenderer_A","SNOWING","NoName2","No","MOVE","True",0.4444444,1.400002,1.522225,1,0.956,0.122,-0.075,-0.341,-0.278,-0.443,-1.138,-0.52,-0.203,-0.334,-0.86,-0.445
"1255",3,19,"Male",24092018,43,"controllerRenderer_A","ANTIGRAVITY","NoName3","No","USE","True",0.4333333,1.544447,1.955559,1,1.111,0.411,-0.086,-0.392,-0.134,-0.213,-0.705,-0.322,-0.048,-0.079,-0.571,-0.295
"1256",4,19,"Female",25092018,43,"controllerRenderer_I","ANTIGRAVITY","SNI","Yes","MOVE","True",0.6888894,1.600003,1.700003,1,0.911,0.1,0.169,0.769,-0.078,-0.125,-0.96,-0.438,-0.247,-0.409,-0.882,-0.456
"1257",5,20,"Female",25092018,43,"controllerRenderer_I","BLACKHOLE","LUM","Yes","USE","True",0.5444446,2.422223,4.511106,1,1.878,2.089,0.025,0.113,0.744,1.185,1.851,0.845,0.719,1.186,1.107,0.573
"1258",7,19,"Female",26092018,43,"controllerRenderer_E","BLACKHOLE","UNT","Yes","USE","True",0.5444446,2.200002,3.255549,1,1.656,1.056,0.025,0.113,0.522,0.831,0.595,0.272,0.497,0.82,0.073,0.038
"1259",9,19,"Male",27092018,43,"controllerRenderer_C","ANTIGRAVITY","LUM","Yes","USE","True",0.8000008,2.922219,3.944432,1,2.122,1.022,0.28,1.274,1.244,1.981,1.284,0.586,0.964,1.588,0.04,0.021
"1260",10,19,"Female",2102018,43,"controllerRenderer_G","VANISHING","SNI","Yes","MOVE","True",0.5111111,1.66667,1.655559,1,1.156,-0.011,-0.008,-0.038,-0.012,-0.019,-1.005,-0.459,-0.004,-0.005,-0.993,-0.514
"1261",11,19,"Female",3102018,43,"controllerRenderer_A","BLACKHOLE","NoName2","No","USE","True",0.7444451,2.144447,3.233327,1,1.4,1.089,0.225,1.021,0.466,0.742,0.573,0.262,0.241,0.398,0.107,0.055
"1262",12,19,"Female",3102018,43,"controllerRenderer_A","GROWING","NoName3","No","USE","True",0.4777778,1.37778,2.011115,1,0.9,0.633,-0.042,-0.19,-0.301,-0.479,-0.649,-0.296,-0.259,-0.427,-0.348,-0.181
"1263",13,19,"Female",4102018,43,"controllerRenderer_I","GROWING","NoName2","No","MOVE","True",0.4222222,1.333336,3.355548,1,0.911,2.022,-0.097,-0.442,-0.345,-0.55,0.695,0.317,-0.248,-0.409,1.04,0.538
"1264",14,20,"Female",5102018,43,"controllerRenderer_G","SNOWING","NoName3","No","MOVE","True",0.4222222,1.344447,1.37778,1,0.922,0.033,-0.097,-0.442,-0.334,-0.532,-1.283,-0.585,-0.237,-0.39,-0.949,-0.491
"1265",15,20,"Female",5102018,43,"controllerRenderer_C","SNOWING","NoName2","No","MOVE","True",0.5222223,1.722225,1.755559,1,1.2,0.033,0.003,0.012,0.044,0.07,-0.905,-0.413,0.041,0.068,-0.949,-0.491
"1266",16,20,"Female",8102018,43,"controllerRenderer_E","ANTIGRAVITY","SNI","Yes","MOVE","True",0.3888889,1.111113,1.244446,1,0.722,0.133,-0.131,-0.594,-0.567,-0.903,-1.416,-0.646,-0.436,-0.72,-0.849,-0.439
"1267",17,20,"Female",8102018,43,"controllerRenderer_C","SNOWING","NoName2","No","USE","True",0.4666667,1.344447,2.855552,1,0.878,1.511,-0.053,-0.24,-0.334,-0.532,0.195,0.089,-0.281,-0.463,0.529,0.274
"1268",18,18,"Male",9102018,43,"controllerRenderer_A","ANTIGRAVITY","LUM","Yes","USE","True",0.3888889,1.366669,1.966671,1,0.978,0.6,-0.131,-0.594,-0.312,-0.496,-0.694,-0.317,-0.181,-0.298,-0.382,-0.198
"1269",20,18,"Female",9102018,43,"controllerRenderer_G","SNOWING","NoName1","No","USE","True",0.8444453,1.555558,2.100003,1,0.711,0.544,0.325,1.475,-0.123,-0.196,-0.56,-0.256,-0.448,-0.738,-0.437,-0.227
"1270",21,18,"Female",9102018,43,"controllerRenderer_I","GROWING","NoName3","No","MOVE","True",0.4333333,1.711114,1.66667,1,1.278,-0.044,-0.086,-0.392,0.033,0.052,-0.994,-0.454,0.119,0.196,-1.027,-0.531
"1271",22,18,"Male",11102018,43,"controllerRenderer_E","SNOWING","NoName3","No","USE","True",0.2555556,1.86667,4.966667,1,1.611,3.1,-0.264,-1.199,0.188,0.3,2.306,1.053,0.452,0.746,2.118,1.096
"1272",24,19,"Female",21102018,43,"controllerRenderer_A","GROWING","LUM","Yes","MOVE","True",0.4444444,1.800003,2.155558,1,1.356,0.356,-0.075,-0.341,0.122,0.194,-0.505,-0.23,0.197,0.325,-0.627,-0.324
"1273",25,20,"Female",12102018,43,"controllerRenderer_A","CREATING","SNI","Yes","MOVE","True",0.5444446,1.988893,2.155558,1,1.444,0.167,0.025,0.113,0.31,0.494,-0.505,-0.23,0.285,0.47,-0.815,-0.422
"1274",26,18,"Female",15102018,43,"controllerRenderer_I","SNOWING","NoName1","No","USE","True",0.5555557,1.877781,2.866663,1,1.322,0.989,0.036,0.163,0.199,0.318,0.206,0.094,0.163,0.269,0.007,0.004
"1275",27,19,"Female",15102018,43,"controllerRenderer_E","GROWING","SNI","Yes","MOVE","True",0.4,1.333336,1.355558,1,0.933,0.022,-0.12,-0.543,-0.345,-0.55,-1.305,-0.596,-0.225,-0.372,-0.96,-0.497
"1276",28,31,"Female",17102018,43,"controllerRenderer_B","ANTIGRAVITY","UNT","Yes","MOVE","True",0.7777785,1.633336,1.66667,1,0.856,0.033,0.258,1.173,-0.045,-0.072,-0.994,-0.454,-0.303,-0.499,-0.949,-0.491
"1277",29,21,"Female",17102018,43,"controllerRenderer_B","ANTIGRAVITY","SNI","Yes","USE","True",0.7666674,2.06667,2.788886,1,1.3,0.722,0.247,1.122,0.388,0.618,0.129,0.059,0.141,0.233,-0.259,-0.135
"1278",30,19,"Female",18102018,43,"controllerRenderer_B","CREATING","NoName2","No","MOVE","True",0.7222228,1.800003,1.888893,1,1.078,0.089,0.203,0.92,0.122,0.194,-0.771,-0.352,-0.081,-0.133,-0.893,-0.462
"1279",32,20,"Female",19102018,43,"controllerRenderer_A","VANISHING","NoName1","No","USE","True",0.6666671,1.433336,2.444445,1,0.767,1.011,0.147,0.668,-0.245,-0.39,-0.216,-0.099,-0.392,-0.646,0.029,0.015
"1280",33,17,"Female",19102018,43,"controllerRenderer_I","CREATING","NoName2","No","USE","True",1.188891,3.04444,5.777789,1,1.856,2.733,0.669,3.04,1.366,2.176,3.117,1.423,0.697,1.149,1.751,0.906
"1281",34,53,"Female",6112018,43,"controllerRenderer_C","CREATING","NoName2","No","MOVE","True",0.4555556,1.533336,1.622225,1,1.078,0.089,-0.064,-0.291,-0.145,-0.231,-1.038,-0.474,-0.081,-0.133,-0.893,-0.462
"1282",35,19,"Female",6112018,43,"controllerRenderer_E","CREATING","NoName3","No","USE","True",0.7888896,1.733337,3.244438,1,0.944,1.511,0.269,1.223,0.055,0.087,0.584,0.267,-0.214,-0.354,0.529,0.274
"1283",36,20,"Female",6112018,43,"controllerRenderer_G","CREATING","NoName1","No","USE","True",0.4777778,3.177772,4.211102,1,2.7,1.033,-0.042,-0.19,1.499,2.388,1.551,0.708,1.541,2.541,0.052,0.026
"1284",37,21,"Female",7112018,43,"controllerRenderer_E","BLACKHOLE","LUM","Yes","MOVE","True",0.4,1.300002,1.466669,1,0.9,0.167,-0.12,-0.543,-0.378,-0.603,-1.194,-0.545,-0.258,-0.427,-0.816,-0.422
"1285",38,20,"Male",7112018,43,"controllerRenderer_G","SNOWING","NoName3","No","USE","True",0.5,2.477778,3.366659,1,1.978,0.889,-0.02,-0.089,0.799,1.273,0.706,0.322,0.819,1.351,-0.093,-0.048
"1286",39,20,"Female",8112018,43,"controllerRenderer_C","BLACKHOLE","LUM","Yes","MOVE","True",0.655556,2.06667,2.244446,1,1.411,0.178,0.136,0.618,0.388,0.618,-0.416,-0.19,0.252,0.416,-0.804,-0.416
"1287",40,19,"Male",8112018,43,"controllerRenderer_E","SNOWING","LUM","Yes","USE","True",0.5888891,1.511114,2.011115,1,0.922,0.5,0.069,0.315,-0.167,-0.266,-0.649,-0.296,-0.236,-0.39,-0.482,-0.249
"1288",1922222,20,"Female",9102018,43,"controllerRenderer_A","SNOWING","NoName3","No","USE","True",0.7444451,1.733337,2.266668,1,0.989,0.533,0.225,1.021,0.055,0.087,-0.394,-0.18,-0.17,-0.28,-0.449,-0.232
"1289",1,25,"Female",19092018,44,"controllerRenderer_A","VANISHING","NoName2","No","MOVE","True",0.5222223,1.000001,1.033335,1,0.478,0.033,0.003,0.012,-0.678,-1.08,-1.627,-0.743,-0.681,-1.123,-0.949,-0.491
"1290",2,19,"Female",24092018,44,"controllerRenderer_B","GROWING","NoName1","No","MOVE","True",0.3111111,1.255558,1.266669,1,0.944,0.011,-0.208,-0.947,-0.423,-0.673,-1.394,-0.636,-0.215,-0.354,-0.971,-0.502
"1291",3,19,"Male",24092018,44,"controllerRenderer_B","CREATING","UNT","Yes","MOVE","True",0.3888889,1.655559,1.66667,1,1.267,0.011,-0.131,-0.594,-0.023,-0.036,-0.994,-0.454,0.108,0.178,-0.971,-0.502
"1292",4,19,"Female",25092018,44,"controllerRenderer_G","VANISHING","LUM","Yes","MOVE","True",0.7333339,1.911115,1.966671,1,1.178,0.056,0.214,0.971,0.233,0.371,-0.694,-0.317,0.019,0.032,-0.927,-0.479
"1293",5,20,"Female",25092018,44,"controllerRenderer_G","CREATING","UNT","Yes","USE","True",0.7111117,2.644443,4.19999,1,1.933,1.556,0.192,0.87,0.966,1.539,1.54,0.703,0.774,1.276,0.574,0.297
"1294",6,35,"Female",26092018,44,"controllerRenderer_G","ANTIGRAVITY","NoName2","No","USE","True",0.6888894,1.711114,2.788886,1,1.022,1.078,0.169,0.769,0.033,0.052,0.129,0.059,-0.136,-0.226,0.096,0.05
"1295",7,19,"Female",26092018,44,"controllerRenderer_B","SNOWING","NoName3","No","USE","True",0.9222233,2.011115,3.066662,1,1.089,1.056,0.403,1.829,0.333,0.53,0.406,0.185,-0.07,-0.115,0.073,0.038
"1296",8,21,"Female",27092018,44,"controllerRenderer_C","BLACKHOLE","SNI","Yes","USE","True",0.3,2.022226,3.977766,1,1.722,1.956,-0.22,-0.997,0.344,0.548,1.317,0.601,0.564,0.929,0.973,0.504
"1297",9,19,"Male",27092018,44,"controllerRenderer_E","GROWING","NoName2","No","MOVE","True",0.7888896,1.900004,1.888893,1,1.111,-0.011,0.269,1.223,0.222,0.353,-0.771,-0.352,-0.047,-0.079,-0.993,-0.514
"1298",10,19,"Female",2102018,44,"controllerRenderer_A","BLACKHOLE","NoName1","No","MOVE","True",0.7333339,1.66667,1.733337,1,0.933,0.067,0.214,0.971,-0.012,-0.019,-0.927,-0.423,-0.226,-0.372,-0.915,-0.473
"1299",11,19,"Female",3102018,44,"controllerRenderer_B","SNOWING","UNT","Yes","USE","True",0.8333342,2.144447,4.388882,1,1.311,2.244,0.314,1.425,0.466,0.742,1.729,0.789,0.152,0.251,1.263,0.653
"1300",12,19,"Female",3102018,44,"controllerRenderer_I","VANISHING","UNT","Yes","USE","True",0.4888889,1.333336,2.400001,1,0.844,1.067,-0.031,-0.139,-0.345,-0.55,-0.26,-0.119,-0.314,-0.519,0.085,0.044
"1301",13,19,"Female",4102018,44,"controllerRenderer_B","ANTIGRAVITY","UNT","Yes","MOVE","True",1.011112,1.800003,1.922226,1,0.789,0.122,0.492,2.232,0.122,0.194,-0.738,-0.337,-0.37,-0.61,-0.86,-0.445
"1302",14,20,"Female",5102018,44,"controllerRenderer_C","CREATING","NoName1","No","MOVE","True",0.3666667,1.222224,1.322224,1,0.856,0.1,-0.153,-0.694,-0.456,-0.727,-1.338,-0.611,-0.303,-0.499,-0.882,-0.456
"1303",15,20,"Female",5102018,44,"controllerRenderer_G","CREATING","NoName3","No","MOVE","True",0.5666668,1.711114,1.822226,1,1.144,0.111,0.047,0.214,0.033,0.052,-0.838,-0.383,-0.014,-0.024,-0.871,-0.451
"1304",16,20,"Female",8102018,44,"controllerRenderer_I","BLACKHOLE","UNT","Yes","MOVE","True",0.5666668,1.322224,1.333336,1,0.756,0.011,0.047,0.214,-0.356,-0.567,-1.327,-0.606,-0.403,-0.664,-0.971,-0.502
"1305",17,20,"Female",8102018,44,"controllerRenderer_A","GROWING","NoName3","No","USE","True",0.4111111,1.544447,2.766664,1,1.133,1.222,-0.108,-0.493,-0.134,-0.213,0.106,0.049,-0.026,-0.043,0.24,0.124
"1306",18,18,"Male",9102018,44,"controllerRenderer_E","BLACKHOLE","NoName2","No","USE","True",0.4222222,1.288891,2.022226,1,0.867,0.733,-0.097,-0.442,-0.39,-0.62,-0.638,-0.291,-0.293,-0.481,-0.248,-0.129
"1307",20,18,"Female",9102018,44,"controllerRenderer_E","ANTIGRAVITY","SNI","Yes","MOVE","True",0.6222225,1.677781,1.877781,1,1.056,0.2,0.103,0.466,-0.001,-0.001,-0.783,-0.357,-0.104,-0.17,-0.782,-0.405
"1308",21,18,"Female",9102018,44,"controllerRenderer_G","ANTIGRAVITY","SNI","Yes","MOVE","True",0.4777778,1.466669,1.844448,1,0.989,0.378,-0.042,-0.19,-0.212,-0.337,-0.816,-0.372,-0.17,-0.28,-0.604,-0.312
"1309",22,18,"Male",11102018,44,"controllerRenderer_C","CREATING","LUM","Yes","MOVE","True",0.3555556,2.155558,2.244446,1,1.8,0.089,-0.164,-0.745,0.477,0.76,-0.416,-0.19,0.641,1.057,-0.893,-0.462
"1310",23,30,"Female",11102018,44,"controllerRenderer_B","VANISHING","NoName2","No","USE","True",0.577778,1.900004,2.333334,1,1.322,0.433,0.058,0.264,0.222,0.353,-0.327,-0.149,0.164,0.269,-0.549,-0.284
"1311",24,19,"Female",21102018,44,"controllerRenderer_G","ANTIGRAVITY","UNT","Yes","USE","True",0.4,2.033337,4.422215,1,1.633,2.389,-0.12,-0.543,0.355,0.565,1.762,0.804,0.475,0.782,1.407,0.728
"1312",25,20,"Female",12102018,44,"controllerRenderer_I","BLACKHOLE","NoName1","No","MOVE","True",0.5555557,1.944448,1.922226,1,1.389,-0.022,0.036,0.163,0.266,0.424,-0.738,-0.337,0.23,0.379,-1.004,-0.519
"1313",26,18,"Female",15102018,44,"controllerRenderer_E","GROWING","UNT","Yes","MOVE","True",0.4555556,2.06667,2.033337,1,1.611,-0.033,-0.064,-0.291,0.388,0.618,-0.627,-0.286,0.452,0.746,-1.015,-0.525
"1314",27,19,"Female",15102018,44,"controllerRenderer_A","SNOWING","LUM","Yes","MOVE","True",0.5222223,1.744448,1.800003,1,1.222,0.056,0.003,0.012,0.066,0.105,-0.86,-0.393,0.063,0.104,-0.926,-0.479
"1315",28,31,"Female",17102018,44,"controllerRenderer_I","SNOWING","NoName3","No","USE","True",0.6222225,1.800003,3.555547,1,1.178,1.756,0.103,0.466,0.122,0.194,0.895,0.409,0.019,0.032,0.773,0.401
"1316",29,21,"Female",17102018,44,"controllerRenderer_A","GROWING","NoName3","No","MOVE","True",0.4555556,2.022226,2.011115,1,1.567,-0.011,-0.064,-0.291,0.344,0.548,-0.649,-0.296,0.408,0.673,-0.993,-0.514
"1317",30,19,"Female",18102018,44,"controllerRenderer_B","CREATING","NoName2","No","MOVE","True",0.6333337,1.577781,1.600003,1,0.944,0.022,0.114,0.517,-0.101,-0.16,-1.06,-0.484,-0.215,-0.354,-0.959,-0.497
"1318",32,20,"Female",19102018,44,"controllerRenderer_B","ANTIGRAVITY","NoName3","No","MOVE","True",1.033335,2.044448,2.188891,1,1.011,0.144,0.514,2.333,0.366,0.583,-0.471,-0.215,-0.148,-0.244,-0.837,-0.434
"1319",33,17,"Female",19102018,44,"controllerRenderer_E","ANTIGRAVITY","SNI","Yes","MOVE","True",0.4444444,1.577781,1.577781,1,1.133,0,-0.075,-0.341,-0.101,-0.16,-1.083,-0.494,-0.026,-0.043,-0.982,-0.508
"1320",34,53,"Female",6112018,44,"controllerRenderer_C","CREATING","NoName2","No","MOVE","True",0.4333333,1.288891,1.366669,1,0.856,0.078,-0.086,-0.392,-0.39,-0.62,-1.294,-0.591,-0.304,-0.499,-0.904,-0.468
"1321",35,19,"Female",6112018,44,"controllerRenderer_B","GROWING","SNI","Yes","USE","True",0.5333334,1.566669,2.888885,1,1.033,1.322,0.014,0.062,-0.112,-0.178,0.229,0.104,-0.126,-0.207,0.341,0.176
"1322",36,20,"Female",6112018,44,"controllerRenderer_C","BLACKHOLE","SNI","Yes","USE","True",0.6000003,2.866663,4.077766,1,2.267,1.211,0.08,0.365,1.188,1.892,1.417,0.647,1.108,1.827,0.229,0.119
"1323",37,21,"Female",7112018,44,"controllerRenderer_B","VANISHING","NoName1","No","MOVE","True",0.4666667,1.366669,1.511114,1,0.9,0.144,-0.053,-0.24,-0.312,-0.496,-1.149,-0.525,-0.259,-0.427,-0.837,-0.434
"1324",38,20,"Male",7112018,44,"controllerRenderer_B","CREATING","SNI","Yes","MOVE","True",0.4666667,1.733337,1.877781,1,1.267,0.144,-0.053,-0.24,0.055,0.087,-0.783,-0.357,0.108,0.178,-0.838,-0.434
"1325",39,20,"Female",8112018,44,"controllerRenderer_C","BLACKHOLE","LUM","Yes","USE","True",0.5444446,2.744442,4.222213,1,2.2,1.478,0.025,0.113,1.066,1.698,1.562,0.713,1.041,1.717,0.496,0.257
"1326",40,19,"Male",8112018,44,"controllerRenderer_I","GROWING","NoName3","No","USE","True",0.577778,1.588892,2.422223,1,1.011,0.833,0.058,0.264,-0.09,-0.143,-0.238,-0.109,-0.148,-0.244,-0.148,-0.077
"1327",1922222,20,"Female",9102018,44,"controllerRenderer_A","SNOWING","NoName3","No","USE","True",0.5222223,1.466669,2.255557,1,0.944,0.789,0.003,0.012,-0.212,-0.337,-0.405,-0.185,-0.215,-0.354,-0.193,-0.1
"1328",1,25,"Female",19092018,45,"controllerRenderer_B","GROWING","NoName3","No","USE","True",0.6000003,1.544447,2.155558,1,0.944,0.611,0.08,0.365,-0.134,-0.213,-0.505,-0.23,-0.214,-0.354,-0.371,-0.192
"1329",3,19,"Male",24092018,45,"controllerRenderer_B","CREATING","UNT","Yes","MOVE","True",0.4444444,1.388891,1.488891,1,0.944,0.1,-0.075,-0.341,-0.29,-0.461,-1.171,-0.535,-0.215,-0.354,-0.881,-0.456
"1330",4,19,"Female",25092018,45,"controllerRenderer_I","ANTIGRAVITY","SNI","Yes","MOVE","True",0.4555556,1.288891,1.500003,1,0.833,0.211,-0.064,-0.291,-0.39,-0.62,-1.16,-0.53,-0.326,-0.537,-0.77,-0.399
"1331",5,20,"Female",25092018,45,"controllerRenderer_E","VANISHING","NoName2","No","USE","True",0.2444444,2.144447,3.144439,1,1.9,1,-0.275,-1.25,0.466,0.742,0.484,0.221,0.741,1.222,0.018,0.009
"1332",7,19,"Female",26092018,45,"controllerRenderer_G","CREATING","NoName1","No","MOVE","True",0.5444446,1.422225,1.500003,1,0.878,0.078,0.025,0.113,-0.256,-0.408,-1.16,-0.53,-0.281,-0.463,-0.904,-0.468
"1333",8,21,"Female",27092018,45,"controllerRenderer_G","GROWING","UNT","Yes","MOVE","True",0.577778,1.76667,1.800003,1,1.189,0.033,0.058,0.264,0.088,0.141,-0.86,-0.393,0.03,0.05,-0.948,-0.491
"1334",9,19,"Male",27092018,45,"controllerRenderer_G","BLACKHOLE","UNT","Yes","MOVE","True",0.7666674,2.200002,2.355556,1,1.433,0.156,0.247,1.122,0.522,0.831,-0.305,-0.139,0.275,0.452,-0.827,-0.427
"1335",10,19,"Female",2102018,45,"controllerRenderer_G","VANISHING","SNI","Yes","MOVE","True",0.6000003,1.588892,1.744448,1,0.989,0.156,0.08,0.365,-0.09,-0.143,-0.916,-0.418,-0.17,-0.28,-0.826,-0.427
