"","Subject","Age","Gender","Date","TrialNumber","Mesh","Function","Name","Name_learnt","Task","SuccessTask","RTMovement","RTGrasping","RTAction","TrialBlock","RTMovementGrasping","RTGraspingAction","RTMovement.c","RTMovement.z","RTGrasping.c","RTGrasping.z","RTAction.c","RTAction.z","RTMovementGrasping.c","RTMovementGrasping.z","RTGraspingAction.c","RTGraspingAction.z"
"7969",12,19,"Female",3102018,232,"controllerRenderer_C","SNOWING","NoName1","No","USE","True",0.4444444,1.300002,2.811108,3,0.856,1.511,-0.075,-0.341,-0.378,-0.603,0.151,0.069,-0.303,-0.499,0.529,0.274
"7970",13,19,"Female",4102018,232,"controllerRenderer_G","CREATING","SNI","Yes","USE","True",0.5,1.388891,3.011107,3,0.889,1.622,-0.02,-0.089,-0.29,-0.461,0.351,0.16,-0.27,-0.445,0.641,0.331
"7971",14,20,"Female",5102018,232,"controllerRenderer_B","GROWING","NoName2","No","MOVE","True",0.3777778,1.144446,1.188891,3,0.767,0.044,-0.142,-0.644,-0.534,-0.85,-1.471,-0.672,-0.392,-0.646,-0.937,-0.485
"7972",15,20,"Female",5102018,232,"controllerRenderer_C","SNOWING","NoName2","No","MOVE","True",0.5222223,1.322224,1.344447,3,0.8,0.022,0.003,0.012,-0.356,-0.567,-1.316,-0.601,-0.359,-0.592,-0.96,-0.497
"7973",16,20,"Female",8102018,232,"controllerRenderer_E","ANTIGRAVITY","SNI","Yes","USE","True",0.3888889,1.211113,1.488891,3,0.822,0.278,-0.131,-0.594,-0.467,-0.744,-1.171,-0.535,-0.336,-0.555,-0.704,-0.364
"7974",17,20,"Female",8102018,232,"controllerRenderer_C","SNOWING","NoName2","No","MOVE","True",0.577778,1.233335,1.333336,3,0.656,0.1,0.058,0.264,-0.445,-0.709,-1.327,-0.606,-0.503,-0.829,-0.882,-0.456
"7975",18,18,"Male",9102018,232,"controllerRenderer_G","VANISHING","NoName3","No","MOVE","True",0.3888889,0.9666679,1.077779,3,0.578,0.111,-0.131,-0.594,-0.712,-1.134,-1.583,-0.722,-0.581,-0.958,-0.871,-0.451
"7976",21,18,"Female",9102018,232,"controllerRenderer_C","CREATING","NoName2","No","USE","True",0.5333334,1.366669,3.677768,3,0.833,2.311,0.014,0.062,-0.312,-0.496,1.017,0.464,-0.326,-0.537,1.329,0.688
"7977",22,18,"Male",11102018,232,"controllerRenderer_C","CREATING","LUM","Yes","USE","True",0.3222222,1.744448,2.866663,3,1.422,1.122,-0.197,-0.896,0.066,0.105,0.206,0.094,0.263,0.434,0.14,0.072
"7978",24,19,"Female",21102018,232,"controllerRenderer_C","SNOWING","NoName3","No","MOVE","True",0.4111111,1.388891,1.533336,3,0.978,0.144,-0.108,-0.493,-0.29,-0.461,-1.127,-0.514,-0.182,-0.298,-0.837,-0.434
"7979",25,20,"Female",12102018,232,"controllerRenderer_E","SNOWING","UNT","Yes","MOVE","True",0.4888889,1.222224,1.400002,3,0.733,0.178,-0.031,-0.139,-0.456,-0.727,-1.26,-0.575,-0.425,-0.702,-0.804,-0.416
"7980",26,18,"Female",15102018,232,"controllerRenderer_G","ANTIGRAVITY","LUM","Yes","USE","True",0.4222222,2.233335,2.766664,3,1.811,0.533,-0.097,-0.442,0.555,0.884,0.106,0.049,0.652,1.075,-0.449,-0.232
"7981",27,19,"Female",15102018,232,"controllerRenderer_B","ANTIGRAVITY","NoName3","No","MOVE","True",0.4666667,1.822226,1.888893,3,1.356,0.067,-0.053,-0.24,0.144,0.229,-0.771,-0.352,0.197,0.325,-0.915,-0.473
"7982",28,31,"Female",17102018,232,"controllerRenderer_G","VANISHING","LUM","Yes","USE","True",0.4666667,1.411114,1.911115,3,0.944,0.5,-0.053,-0.24,-0.267,-0.426,-0.749,-0.342,-0.214,-0.354,-0.482,-0.249
"7983",29,21,"Female",17102018,232,"controllerRenderer_A","GROWING","NoName3","No","USE","True",0.4333333,1.577781,2.111114,3,1.144,0.533,-0.086,-0.392,-0.101,-0.16,-0.549,-0.251,-0.015,-0.024,-0.448,-0.232
"7984",30,19,"Female",18102018,232,"controllerRenderer_A","GROWING","UNT","Yes","MOVE","True",NA,1.633336,3.911099,3,1.456,2.278,-0.342,-1.552,-0.045,-0.072,1.251,0.571,0.297,0.49,1.296,0.671
"7985",32,20,"Female",19102018,232,"controllerRenderer_E","BLACKHOLE","NoName2","No","USE","True",0.5555557,1.333336,2.088892,3,0.778,0.756,0.036,0.163,-0.345,-0.55,-0.571,-0.261,-0.381,-0.628,-0.226,-0.117
"7986",33,17,"Female",19102018,232,"controllerRenderer_A","VANISHING","UNT","Yes","MOVE","True",0.4555556,1.100002,1.244446,3,0.644,0.144,-0.064,-0.291,-0.578,-0.921,-1.416,-0.646,-0.514,-0.849,-0.838,-0.434
"7987",35,19,"Female",6112018,232,"controllerRenderer_G","VANISHING","LUM","Yes","USE","True",0.7555562,1.611114,2.311112,3,0.856,0.7,0.236,1.072,-0.067,-0.107,-0.349,-0.159,-0.303,-0.499,-0.282,-0.146
"7988",36,20,"Female",6112018,232,"controllerRenderer_C","BLACKHOLE","SNI","Yes","MOVE","True",0.4777778,1.27778,1.355558,3,0.8,0.078,-0.042,-0.19,-0.401,-0.638,-1.305,-0.596,-0.359,-0.592,-0.904,-0.468
"7989",37,21,"Female",7112018,232,"controllerRenderer_C","CREATING","NoName2","No","MOVE","True",0.5333334,1.488891,1.611114,3,0.956,0.122,0.014,0.062,-0.19,-0.302,-1.049,-0.479,-0.204,-0.334,-0.859,-0.445
"7990",38,20,"Male",7112018,232,"controllerRenderer_B","CREATING","SNI","Yes","MOVE","True",0.4111111,1.08889,1.166668,3,0.678,0.078,-0.108,-0.493,-0.59,-0.939,-1.494,-0.682,-0.482,-0.793,-0.904,-0.468
"7991",39,20,"Female",8112018,232,"controllerRenderer_E","SNOWING","SNI","Yes","MOVE","True",0.4888889,1.322224,1.533336,3,0.833,0.211,-0.031,-0.139,-0.356,-0.567,-1.127,-0.514,-0.325,-0.537,-0.771,-0.399
"7992",40,19,"Male",8112018,232,"controllerRenderer_C","ANTIGRAVITY","NoName2","No","MOVE","True",0.5444446,1.633336,1.622225,3,1.089,-0.011,0.025,0.113,-0.045,-0.072,-1.038,-0.474,-0.07,-0.115,-0.993,-0.514
"7993",1922222,20,"Female",9102018,232,"controllerRenderer_C","ANTIGRAVITY","NoName2","No","MOVE","True",0.3111111,0.9222233,1.044446,3,0.611,0.122,-0.208,-0.947,-0.756,-1.204,-1.616,-0.738,-0.548,-0.903,-0.86,-0.445
"7994",1,25,"Female",19092018,233,"controllerRenderer_I","ANTIGRAVITY","NoName1","No","USE","True",0.4555556,1.17778,1.500003,3,0.722,0.322,-0.064,-0.291,-0.501,-0.797,-1.16,-0.53,-0.437,-0.72,-0.659,-0.341
"7995",3,19,"Male",24092018,233,"controllerRenderer_E","GROWING","NoName1","No","USE","True",0.4888889,1.355558,2.444445,3,0.867,1.089,-0.031,-0.139,-0.323,-0.514,-0.216,-0.099,-0.292,-0.481,0.107,0.055
"7996",4,19,"Female",25092018,233,"controllerRenderer_E","CREATING","NoName1","No","USE","True",0.4222222,2.155558,3.744434,3,1.733,1.589,-0.097,-0.442,0.477,0.76,1.084,0.495,0.574,0.947,0.607,0.314
"7997",5,20,"Female",25092018,233,"controllerRenderer_G","CREATING","UNT","Yes","USE","True",0.4777778,2.322223,3.899988,3,1.844,1.578,-0.042,-0.19,0.644,1.025,1.24,0.566,0.686,1.13,0.596,0.308
"7998",6,35,"Female",26092018,233,"controllerRenderer_C","BLACKHOLE","LUM","Yes","USE","True",0.6666671,2.422223,5.044446,3,1.756,2.622,0.147,0.668,0.744,1.185,2.384,1.088,0.597,0.985,1.64,0.849
"7999",7,19,"Female",26092018,233,"controllerRenderer_B","SNOWING","NoName3","No","MOVE","True",0.5222223,1.411114,1.422225,3,0.889,0.011,0.003,0.012,-0.267,-0.426,-1.238,-0.565,-0.27,-0.445,-0.971,-0.502
"8000",8,21,"Female",27092018,233,"controllerRenderer_C","BLACKHOLE","SNI","Yes","USE","True",0.5,1.700003,2.466667,3,1.2,0.767,-0.02,-0.089,0.022,0.034,-0.194,-0.088,0.042,0.068,-0.216,-0.111
"8001",9,19,"Male",27092018,233,"controllerRenderer_G","BLACKHOLE","UNT","Yes","MOVE","True",0.3666667,1.566669,1.688892,3,1.2,0.122,-0.153,-0.694,-0.112,-0.178,-0.971,-0.443,0.041,0.068,-0.859,-0.445
"8002",10,19,"Female",2102018,233,"controllerRenderer_A","BLACKHOLE","NoName1","No","USE","True",0.3666667,2.077781,2.777775,3,1.711,0.7,-0.153,-0.694,0.399,0.636,0.117,0.054,0.552,0.91,-0.282,-0.146
"8003",11,19,"Female",3102018,233,"controllerRenderer_E","CREATING","SNI","Yes","USE","True",0.5,1.555558,2.733331,3,1.056,1.178,-0.02,-0.089,-0.123,-0.196,0.073,0.033,-0.103,-0.17,0.196,0.101
"8004",12,19,"Female",3102018,233,"controllerRenderer_B","ANTIGRAVITY","LUM","Yes","MOVE","True",0.4777778,1.255558,1.455558,3,0.778,0.2,-0.042,-0.19,-0.423,-0.673,-1.205,-0.55,-0.381,-0.628,-0.782,-0.405
"8005",13,19,"Female",4102018,233,"controllerRenderer_B","ANTIGRAVITY","UNT","Yes","MOVE","True",0.5111111,1.544447,1.622225,3,1.033,0.078,-0.008,-0.038,-0.134,-0.213,-1.038,-0.474,-0.126,-0.207,-0.904,-0.468
"8006",15,20,"Female",5102018,233,"controllerRenderer_B","GROWING","UNT","Yes","MOVE","True",0.577778,1.422225,1.588892,3,0.844,0.167,0.058,0.264,-0.256,-0.408,-1.071,-0.489,-0.314,-0.519,-0.815,-0.422
"8007",16,20,"Female",8102018,233,"controllerRenderer_I","BLACKHOLE","UNT","Yes","USE","True",0.4333333,1.411114,2.699998,3,0.978,1.289,-0.086,-0.392,-0.267,-0.426,0.04,0.018,-0.181,-0.298,0.307,0.159
"8008",17,20,"Female",8102018,233,"controllerRenderer_B","VANISHING","NoName1","No","USE","True",0.9222233,1.555558,2.38889,3,0.633,0.833,0.403,1.829,-0.123,-0.196,-0.271,-0.124,-0.526,-0.867,-0.148,-0.077
"8009",18,18,"Male",9102018,233,"controllerRenderer_B","SNOWING","NoName1","No","USE","True",0.3333333,0.9222233,1.722225,3,0.589,0.8,-0.186,-0.846,-0.756,-1.204,-0.938,-0.428,-0.57,-0.94,-0.182,-0.094
"8010",20,18,"Female",9102018,233,"controllerRenderer_A","VANISHING","LUM","Yes","MOVE","True",0.5222223,1.255558,1.311113,3,0.733,0.056,0.003,0.012,-0.423,-0.673,-1.349,-0.616,-0.426,-0.702,-0.926,-0.479
"8011",21,18,"Female",9102018,233,"controllerRenderer_B","SNOWING","UNT","Yes","USE","True",0.655556,1.444447,2.122225,3,0.789,0.678,0.136,0.618,-0.234,-0.373,-0.538,-0.246,-0.37,-0.61,-0.304,-0.157
"8012",22,18,"Male",11102018,233,"controllerRenderer_A","GROWING","NoName1","No","MOVE","True",0.4333333,1.722225,1.744448,3,1.289,0.022,-0.086,-0.392,0.044,0.07,-0.916,-0.418,0.13,0.215,-0.96,-0.497
"8013",24,19,"Female",21102018,233,"controllerRenderer_C","SNOWING","NoName3","No","MOVE","True",0.4777778,1.200002,1.433336,3,0.722,0.233,-0.042,-0.19,-0.478,-0.762,-1.227,-0.56,-0.436,-0.72,-0.749,-0.388
"8014",25,20,"Female",12102018,233,"controllerRenderer_A","CREATING","SNI","Yes","MOVE","True",0.5111111,1.222224,1.355558,3,0.711,0.133,-0.008,-0.038,-0.456,-0.727,-1.305,-0.596,-0.448,-0.738,-0.849,-0.439
"8015",26,18,"Female",15102018,233,"controllerRenderer_G","ANTIGRAVITY","LUM","Yes","USE","True",0.4333333,1.488891,1.855559,3,1.056,0.367,-0.086,-0.392,-0.19,-0.302,-0.805,-0.367,-0.104,-0.17,-0.615,-0.318
"8016",27,19,"Female",15102018,233,"controllerRenderer_E","GROWING","SNI","Yes","USE","True",0.2888889,0.977779,1.655559,3,0.689,0.678,-0.231,-1.048,-0.701,-1.116,-1.005,-0.459,-0.47,-0.775,-0.304,-0.157
"8017",28,31,"Female",17102018,233,"controllerRenderer_G","VANISHING","LUM","Yes","MOVE","True",0.5666668,1.500003,1.566669,3,0.933,0.067,0.047,0.214,-0.178,-0.284,-1.094,-0.499,-0.225,-0.372,-0.916,-0.473
"8018",29,21,"Female",17102018,233,"controllerRenderer_A","GROWING","NoName3","No","USE","True",0.4555556,1.311113,2.366668,3,0.856,1.056,-0.064,-0.291,-0.367,-0.585,-0.294,-0.134,-0.303,-0.499,0.073,0.038
"8019",30,19,"Female",18102018,233,"controllerRenderer_B","CREATING","NoName2","No","MOVE","True",0.3777778,1.100002,1.155557,3,0.722,0.056,-0.142,-0.644,-0.578,-0.921,-1.505,-0.687,-0.436,-0.72,-0.927,-0.479
"8020",32,20,"Female",19102018,233,"controllerRenderer_I","SNOWING","UNT","Yes","MOVE","True",0.5222223,1.400002,1.433336,3,0.878,0.033,0.003,0.012,-0.278,-0.443,-1.227,-0.56,-0.281,-0.463,-0.949,-0.491
"8021",33,17,"Female",19102018,233,"controllerRenderer_G","GROWING","LUM","Yes","USE","True",0.4777778,1.400002,2.466667,3,0.922,1.067,-0.042,-0.19,-0.278,-0.443,-0.194,-0.088,-0.236,-0.39,0.084,0.044
"8022",34,53,"Female",6112018,233,"controllerRenderer_A","ANTIGRAVITY","LUM","Yes","USE","True",0.4222222,1.366669,2.055559,3,0.944,0.689,-0.097,-0.442,-0.312,-0.496,-0.605,-0.276,-0.215,-0.354,-0.293,-0.152
"8023",35,19,"Female",6112018,233,"controllerRenderer_G","VANISHING","LUM","Yes","MOVE","True",0.8666676,1.644447,1.733337,3,0.778,0.089,0.347,1.576,-0.034,-0.054,-0.927,-0.423,-0.381,-0.628,-0.893,-0.462
"8024",36,20,"Female",6112018,233,"controllerRenderer_B","ANTIGRAVITY","LUM","Yes","MOVE","True",0.5333334,1.500003,1.611114,3,0.967,0.111,0.014,0.062,-0.178,-0.284,-1.049,-0.479,-0.192,-0.316,-0.871,-0.451
"8025",37,21,"Female",7112018,233,"controllerRenderer_G","GROWING","SNI","Yes","USE","True",0.4111111,1.288891,3.066662,3,0.878,1.778,-0.108,-0.493,-0.39,-0.62,0.406,0.185,-0.282,-0.463,0.796,0.412
"8026",38,20,"Male",7112018,233,"controllerRenderer_B","CREATING","SNI","Yes","MOVE","True",0.3777778,1.066668,1.122224,3,0.689,0.056,-0.142,-0.644,-0.612,-0.974,-1.538,-0.702,-0.47,-0.775,-0.926,-0.479
"8027",39,20,"Female",8112018,233,"controllerRenderer_E","SNOWING","SNI","Yes","MOVE","True",0.5111111,1.311113,1.533336,3,0.8,0.222,-0.008,-0.038,-0.367,-0.585,-1.127,-0.514,-0.359,-0.592,-0.76,-0.393
"8028",40,19,"Male",8112018,233,"controllerRenderer_I","GROWING","NoName3","No","MOVE","True",0.7888896,1.611114,1.688892,3,0.822,0.078,0.269,1.223,-0.067,-0.107,-0.971,-0.443,-0.336,-0.555,-0.904,-0.468
"8029",1922222,20,"Female",9102018,233,"controllerRenderer_I","BLACKHOLE","SNI","Yes","USE","True",0.3555556,1.255558,1.888893,3,0.9,0.633,-0.164,-0.745,-0.423,-0.673,-0.771,-0.352,-0.259,-0.427,-0.348,-0.181
"8030",1,25,"Female",19092018,234,"controllerRenderer_E","BLACKHOLE","LUM","Yes","MOVE","True",0.6000003,1.155557,1.17778,3,0.556,0.022,0.08,0.365,-0.523,-0.833,-1.483,-0.677,-0.603,-0.994,-0.96,-0.497
"8031",3,19,"Male",24092018,234,"controllerRenderer_E","GROWING","NoName1","No","MOVE","True",0.4111111,1.166668,1.266669,3,0.756,0.1,-0.108,-0.493,-0.512,-0.815,-1.394,-0.636,-0.404,-0.664,-0.882,-0.456
"8032",4,19,"Female",25092018,234,"controllerRenderer_C","GROWING","NoName2","No","USE","True",0.5444446,1.388891,2.588888,3,0.844,1.2,0.025,0.113,-0.29,-0.461,-0.071,-0.033,-0.315,-0.519,0.219,0.113
"8033",5,20,"Female",25092018,234,"controllerRenderer_I","BLACKHOLE","LUM","Yes","USE","True",0.6111114,1.833337,3.055551,3,1.222,1.222,0.092,0.416,0.155,0.247,0.395,0.18,0.063,0.104,0.24,0.124
"8034",6,35,"Female",26092018,234,"controllerRenderer_A","SNOWING","UNT","Yes","MOVE","True",0.5333334,1.688892,1.722225,3,1.156,0.033,0.014,0.062,0.01,0.017,-0.938,-0.428,-0.004,-0.005,-0.948,-0.491
"8035",7,19,"Female",26092018,234,"controllerRenderer_A","VANISHING","NoName2","No","MOVE","True",0.5444446,1.311113,1.333336,3,0.767,0.022,0.025,0.113,-0.367,-0.585,-1.327,-0.606,-0.392,-0.646,-0.96,-0.497
"8036",8,21,"Female",27092018,234,"controllerRenderer_A","CREATING","LUM","Yes","USE","True",0.4888889,2.000004,3.299993,3,1.511,1.3,-0.031,-0.139,0.322,0.512,0.64,0.292,0.353,0.581,0.318,0.165
"8037",9,19,"Male",27092018,234,"controllerRenderer_C","ANTIGRAVITY","LUM","Yes","MOVE","True",0.5,1.500003,1.600003,3,1,0.1,-0.02,-0.089,-0.178,-0.284,-1.06,-0.484,-0.158,-0.262,-0.882,-0.456
"8038",11,19,"Female",3102018,234,"controllerRenderer_B","SNOWING","UNT","Yes","USE","True",0.5,1.444447,2.188891,3,0.944,0.744,-0.02,-0.089,-0.234,-0.373,-0.471,-0.215,-0.214,-0.354,-0.237,-0.123
"8039",12,19,"Female",3102018,234,"controllerRenderer_A","GROWING","NoName3","No","MOVE","True",0.4333333,1.17778,1.222224,3,0.744,0.044,-0.086,-0.392,-0.501,-0.797,-1.438,-0.656,-0.415,-0.684,-0.937,-0.485
"8040",13,19,"Female",4102018,234,"controllerRenderer_B","ANTIGRAVITY","UNT","Yes","USE","True",0.5666668,1.633336,3.311104,3,1.067,1.678,0.047,0.214,-0.045,-0.072,0.651,0.297,-0.092,-0.151,0.696,0.36
"8041",14,20,"Female",5102018,234,"controllerRenderer_I","ANTIGRAVITY","LUM","Yes","MOVE","True",0.4444444,1.200002,1.211113,3,0.756,0.011,-0.075,-0.341,-0.478,-0.762,-1.449,-0.662,-0.403,-0.664,-0.971,-0.502
"8042",15,20,"Female",5102018,234,"controllerRenderer_E","ANTIGRAVITY","NoName1","No","USE","True",0.5444446,2.055559,2.033337,3,1.511,-0.022,0.025,0.113,0.377,0.601,-0.627,-0.286,0.352,0.581,-1.004,-0.519
"8043",16,20,"Female",8102018,234,"controllerRenderer_G","GROWING","NoName2","No","MOVE","True",0.5555557,1.333336,1.333336,3,0.778,0,0.036,0.163,-0.345,-0.55,-1.327,-0.606,-0.381,-0.628,-0.982,-0.508
"8044",17,20,"Female",8102018,234,"controllerRenderer_B","VANISHING","NoName1","No","USE","True",0.7000005,1.544447,2.055559,3,0.844,0.511,0.18,0.819,-0.134,-0.213,-0.605,-0.276,-0.314,-0.519,-0.471,-0.244
"8045",18,18,"Male",9102018,234,"controllerRenderer_B","SNOWING","NoName1","No","MOVE","True",0.4,1.300002,1.533336,3,0.9,0.233,-0.12,-0.543,-0.378,-0.603,-1.127,-0.514,-0.258,-0.427,-0.749,-0.388
"8046",20,18,"Female",9102018,234,"controllerRenderer_B","CREATING","NoName2","No","MOVE","True",0.655556,1.522225,1.533336,3,0.867,0.011,0.136,0.618,-0.156,-0.249,-1.127,-0.514,-0.292,-0.481,-0.971,-0.502
"8047",21,18,"Female",9102018,234,"controllerRenderer_A","BLACKHOLE","NoName1","No","USE","True",0.9666679,1.844448,2.966663,3,0.878,1.122,0.447,2.031,0.166,0.264,0.306,0.14,-0.281,-0.463,0.14,0.072
"8048",22,18,"Male",11102018,234,"controllerRenderer_I","VANISHING","NoName2","No","MOVE","True",0.4222222,1.155557,1.222224,3,0.733,0.067,-0.097,-0.442,-0.523,-0.833,-1.438,-0.656,-0.426,-0.702,-0.915,-0.473
"8049",24,19,"Female",21102018,234,"controllerRenderer_G","ANTIGRAVITY","UNT","Yes","USE","True",0.4222222,1.244446,1.566669,3,0.822,0.322,-0.097,-0.442,-0.434,-0.691,-1.094,-0.499,-0.337,-0.555,-0.66,-0.341
"8050",25,20,"Female",12102018,234,"controllerRenderer_I","BLACKHOLE","NoName1","No","USE","True",0.5888891,1.311113,2.599999,3,0.722,1.289,0.069,0.315,-0.367,-0.585,-0.06,-0.028,-0.436,-0.72,0.307,0.159
"8051",26,18,"Female",15102018,234,"controllerRenderer_B","CREATING","SNI","Yes","USE","True",0.5,2.444445,3.655546,3,1.944,1.211,-0.02,-0.089,0.766,1.22,0.995,0.454,0.786,1.295,0.229,0.119
"8052",27,19,"Female",15102018,234,"controllerRenderer_I","CREATING","UNT","Yes","MOVE","True",0.5666668,1.17778,1.211113,3,0.611,0.033,0.047,0.214,-0.501,-0.797,-1.449,-0.662,-0.548,-0.903,-0.948,-0.491
"8053",28,31,"Female",17102018,234,"controllerRenderer_E","GROWING","SNI","Yes","USE","True",0.4888889,1.37778,2.144447,3,0.889,0.767,-0.031,-0.139,-0.301,-0.479,-0.516,-0.236,-0.27,-0.445,-0.215,-0.111
"8054",29,21,"Female",17102018,234,"controllerRenderer_E","SNOWING","NoName1","No","USE","True",0.5444446,1.877781,2.83333,3,1.333,0.956,0.025,0.113,0.199,0.318,0.173,0.079,0.174,0.287,-0.026,-0.013
"8055",30,19,"Female",18102018,234,"controllerRenderer_I","VANISHING","LUM","Yes","MOVE","True",NA,1.888893,2.033337,3,1.878,0.144,-0.508,-2.309,0.21,0.335,-0.627,-0.286,0.718,1.186,-0.837,-0.434
"8056",32,20,"Female",19102018,234,"controllerRenderer_E","BLACKHOLE","NoName2","No","USE","True",0.5888891,1.388891,2.155558,3,0.8,0.767,0.069,0.315,-0.29,-0.461,-0.505,-0.23,-0.359,-0.592,-0.215,-0.111
"8057",33,17,"Female",19102018,234,"controllerRenderer_E","ANTIGRAVITY","SNI","Yes","USE","True",0.3,1.111113,1.511114,3,0.811,0.4,-0.22,-0.997,-0.567,-0.903,-1.149,-0.525,-0.347,-0.574,-0.582,-0.301
"8058",34,53,"Female",6112018,234,"controllerRenderer_G","VANISHING","SNI","Yes","USE","True",0.6222225,1.86667,5.044446,3,1.244,3.178,0.103,0.466,0.188,0.3,2.384,1.088,0.085,0.14,2.196,1.136
"8059",35,19,"Female",6112018,234,"controllerRenderer_B","GROWING","SNI","Yes","USE","True",0.7666674,1.600003,2.355556,3,0.833,0.756,0.247,1.122,-0.078,-0.125,-0.305,-0.139,-0.325,-0.537,-0.227,-0.117
"8060",36,20,"Female",6112018,234,"controllerRenderer_C","BLACKHOLE","SNI","Yes","MOVE","True",0.577778,1.244446,1.288891,3,0.667,0.044,0.058,0.264,-0.434,-0.691,-1.371,-0.626,-0.492,-0.811,-0.937,-0.485
"8061",37,21,"Female",7112018,234,"controllerRenderer_E","BLACKHOLE","LUM","Yes","MOVE","True",0.4666667,1.300002,1.355558,3,0.833,0.056,-0.053,-0.24,-0.378,-0.603,-1.305,-0.596,-0.325,-0.537,-0.927,-0.479
"8062",38,20,"Male",7112018,234,"controllerRenderer_C","VANISHING","UNT","Yes","USE","True",0.4222222,1.388891,1.644447,3,0.967,0.256,-0.097,-0.442,-0.29,-0.461,-1.016,-0.464,-0.193,-0.316,-0.726,-0.376
"8063",39,20,"Female",8112018,234,"controllerRenderer_B","CREATING","NoName2","No","USE","True",0.4666667,2.06667,2.966663,3,1.6,0.9,-0.053,-0.24,0.388,0.618,0.306,0.14,0.441,0.727,-0.082,-0.042
"8064",40,19,"Male",8112018,234,"controllerRenderer_A","CREATING","NoName1","No","USE","True",0.5111111,1.455558,3.188883,3,0.944,1.733,-0.008,-0.038,-0.223,-0.355,0.529,0.241,-0.215,-0.354,0.752,0.389
"8065",1922222,20,"Female",9102018,234,"controllerRenderer_E","VANISHING","UNT","Yes","MOVE","True",0.4111111,1.166668,1.222224,3,0.756,0.056,-0.108,-0.493,-0.512,-0.815,-1.438,-0.656,-0.404,-0.664,-0.926,-0.479
"8066",1,25,"Female",19092018,235,"controllerRenderer_B","GROWING","NoName3","No","MOVE","True",0.4555556,1.17778,1.355558,3,0.722,0.178,-0.064,-0.291,-0.501,-0.797,-1.305,-0.596,-0.437,-0.72,-0.804,-0.416
"8067",3,19,"Male",24092018,235,"controllerRenderer_G","BLACKHOLE","SNI","Yes","USE","True",0.4666667,1.855559,2.344445,3,1.389,0.489,-0.053,-0.24,0.177,0.282,-0.316,-0.144,0.23,0.379,-0.493,-0.255
"8068",4,19,"Female",25092018,235,"controllerRenderer_A","BLACKHOLE","NoName3","No","USE","True",0.4666667,1.544447,2.61111,3,1.078,1.067,-0.053,-0.24,-0.134,-0.213,-0.049,-0.022,-0.081,-0.133,0.085,0.044
"8069",5,20,"Female",25092018,235,"controllerRenderer_C","ANTIGRAVITY","NoName3","No","USE","True",0.6777782,2.077781,2.855552,3,1.4,0.778,0.158,0.718,0.399,0.636,0.195,0.089,0.241,0.398,-0.204,-0.106
"8070",6,35,"Female",26092018,235,"controllerRenderer_I","GROWING","SNI","Yes","USE","True",0.6888894,1.744448,3.577769,3,1.056,1.833,0.169,0.769,0.066,0.105,0.917,0.419,-0.103,-0.17,0.851,0.44
"8071",7,19,"Female",26092018,235,"controllerRenderer_E","BLACKHOLE","UNT","Yes","USE","True",0.6111114,1.611114,2.28889,3,1,0.678,0.092,0.416,-0.067,-0.107,-0.371,-0.17,-0.159,-0.262,-0.304,-0.157
"8072",8,21,"Female",27092018,235,"controllerRenderer_B","VANISHING","NoName2","No","MOVE","True",0.6000003,1.344447,1.355558,3,0.744,0.011,0.08,0.365,-0.334,-0.532,-1.305,-0.596,-0.414,-0.684,-0.971,-0.502
"8073",9,19,"Male",27092018,235,"controllerRenderer_A","VANISHING","SNI","Yes","MOVE","True",0.4555556,1.611114,1.655559,3,1.156,0.044,-0.064,-0.291,-0.067,-0.107,-1.005,-0.459,-0.003,-0.005,-0.938,-0.485
"8074",10,19,"Female",2102018,235,"controllerRenderer_A","BLACKHOLE","NoName1","No","USE","True",0.4222222,2.211113,2.011115,3,1.789,-0.2,-0.097,-0.442,0.533,0.848,-0.649,-0.296,0.63,1.039,-1.182,-0.612
"8075",12,19,"Female",3102018,235,"controllerRenderer_C","SNOWING","NoName1","No","MOVE","True",0.5555557,1.411114,1.577781,3,0.856,0.167,0.036,0.163,-0.267,-0.426,-1.083,-0.494,-0.303,-0.499,-0.816,-0.422
"8076",13,19,"Female",4102018,235,"controllerRenderer_C","BLACKHOLE","LUM","Yes","MOVE","True",0.4333333,1.211113,1.244446,3,0.778,0.033,-0.086,-0.392,-0.467,-0.744,-1.416,-0.646,-0.381,-0.628,-0.949,-0.491
"8077",14,20,"Female",5102018,235,"controllerRenderer_I","ANTIGRAVITY","LUM","Yes","USE","True",0.3777778,1.233335,1.333336,3,0.856,0.1,-0.142,-0.644,-0.445,-0.709,-1.327,-0.606,-0.303,-0.499,-0.882,-0.456
"8078",15,20,"Female",5102018,235,"controllerRenderer_B","GROWING","UNT","Yes","MOVE","True",0.4777778,1.388891,1.466669,3,0.911,0.078,-0.042,-0.19,-0.29,-0.461,-1.194,-0.545,-0.248,-0.409,-0.904,-0.468
"8079",16,20,"Female",8102018,235,"controllerRenderer_E","ANTIGRAVITY","SNI","Yes","USE","True",0.4222222,1.211113,1.566669,3,0.789,0.356,-0.097,-0.442,-0.467,-0.744,-1.094,-0.499,-0.37,-0.61,-0.627,-0.324
"8080",17,20,"Female",8102018,235,"controllerRenderer_B","VANISHING","NoName1","No","MOVE","True",0.577778,1.566669,1.555558,3,0.989,-0.011,0.058,0.264,-0.112,-0.178,-1.105,-0.504,-0.17,-0.28,-0.993,-0.514
